[2025-04-11 16:41:19,864 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2025-04-11 16:41:21,470 ] 18 root - INFO - Initiate the data ingestion
[2025-04-11 16:41:22,870 ] 59 root - INFO - Performed train test split on the dataframe
[2025-04-11 16:41:22,870 ] 60 root - INFO - Existed split_data_as_train_test method of Data_Ingestion class
[2025-04-11 16:41:22,870 ] 65 root - INFO - Exporting train and test file path
[2025-04-11 16:41:22,917 ] 72 root - INFO - Exported train and test file path
[2025-04-11 16:41:22,933 ] 20 root - INFO - Data ingestion completed
[2025-04-11 16:41:22,933 ] 25 root - INFO - Initiate the data validation
[2025-04-11 16:41:22,984 ] 35 root - INFO - Required number of columns:2
[2025-04-11 16:41:22,984 ] 36 root - INFO - Data frame has columns:31
[2025-04-11 16:41:22,984 ] 35 root - INFO - Required number of columns:2
[2025-04-11 16:41:22,984 ] 36 root - INFO - Data frame has columns:31
[2025-04-11 16:41:23,099 ] 27 root - INFO - Data validation completed
[2025-04-11 16:41:23,099 ] 31 root - INFO - Data transformation started
[2025-04-11 16:41:23,099 ] 45 root - INFO - Entered Data transformation method of datatransformation clas
[2025-04-11 16:41:23,099 ] 47 root - INFO - Started data transformation
[2025-04-11 16:41:23,134 ] 33 root - INFO - Entered get_data_transformer_object method of transformation class
[2025-04-11 16:41:23,134 ] 36 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
